sgRNA	Target_gene	FLAG(strand)	Chr	Start	End	Match
sgARHGEF35_4	ARHGEF35	16	chr7	144188300	144188320	TRUE
sgOR2A42_1	OR2A42	0	chr7	144232220	144232240	TRUE
sgOR2A42_4	OR2A42	0	chr7	144232444	144232464	TRUE
sgOR2A42_3	OR2A42	0	chr7	144232547	144232567	TRUE
sgOR2A1_3	OR2A1	16	chr7	144232618	144232638	TRUE
sgOR2A25_4	OR2A25	16	chr7	144259064	144259084	TRUE
sgOR2A4_1	OR2A4	0	chr7	144259143	144259163	TRUE
sgOR2A7_1	OR2A7	0	chr7	144259322	144259342	TRUE
sgOR2A4_4	OR2A4	0	chr7	144259332	144259352	TRUE
sgOR2A4_3	OR2A4	0	chr7	144259515	144259535	TRUE
sgCTAGE8_2	CTAGE8	16	chr7	144267963	144267983	TRUE
sgCTAGE9_3	CTAGE9	16	chr7	144268020	144268040	TRUE
sgARHGEF5_2	ARHGEF5	0	chr7	144284534	144284554	TRUE
sgARHGEF35_3	ARHGEF35	16	chr7	144286243	144286263	TRUE
sgOR2A1_2	OR2A1	16	chr7	144318219	144318239	TRUE
sgOR2A1_4	OR2A1	16	chr7	144318402	144318422	TRUE
sgOR2A1_1	OR2A1	16	chr7	144318509	144318529	TRUE
sgOR2A42_2	OR2A42	16	chr7	144318552	144318572	TRUE
sgARHGEF35_2	ARHGEF35	0	chr7	144363095	144363115	TRUE
sgARHGEF35_1	ARHGEF35	0	chr7	144363533	144363553	TRUE
sgARHGEF5_4	ARHGEF5	0	chr7	144363662	144363682	TRUE
sgARHGEF5_3	ARHGEF5	0	chr7	144364125	144364145	TRUE
sgARHGEF5_1	ARHGEF5	16	chr7	144365374	144365394	TRUE
sgNOBOX_1	NOBOX	16	chr7	144400199	144400219	TRUE
sgNOBOX_4	NOBOX	0	chr7	144401127	144401147	TRUE
sgNOBOX_2	NOBOX	16	chr7	144401871	144401891	TRUE
sgNOBOX_3	NOBOX	16	chr7	144404620	144404640	TRUE
sgULBP2_4	ULBP2	0	chr7	144469231	144469251	TRUE
sgTPK1_3	TPK1	16	chr7	144591550	144591570	TRUE
sgTPK1_1	TPK1	0	chr7	144682922	144682942	TRUE
sgTPK1_4	TPK1	0	chr7	144765894	144765914	TRUE
sgTPK1_2	TPK1	0	chr7	144835543	144835563	TRUE
sgRPL7_2	RPL7	16	chr7	145040726	145040746	TRUE
sgCNTNAP2_1	CNTNAP2	0	chr7	146839843	146839863	TRUE
sgCNTNAP2_4	CNTNAP2	16	chr7	147121046	147121066	TRUE
sgCNTNAP2_3	CNTNAP2	0	chr7	147562191	147562211	TRUE
sgCNTNAP2_2	CNTNAP2	0	chr7	147903686	147903706	TRUE
sgDAP3_1	DAP3	0	chr7	148339583	148339603	TRUE
sgC7orf33_3	C7orf33	16	chr7	148590985	148591005	TRUE
sgC7orf33_4	C7orf33	0	chr7	148591064	148591084	TRUE
sgC7orf33_1	C7orf33	16	chr7	148591116	148591136	TRUE
sgC7orf33_2	C7orf33	0	chr7	148614051	148614071	TRUE
sgCUL1_2	CUL1	0	chr7	148754004	148754024	TRUE
sgCUL1_1	CUL1	16	chr7	148757083	148757103	TRUE
sgCUL1_3	CUL1	0	chr7	148767687	148767707	TRUE
sgCUL1_4	CUL1	0	chr7	148783979	148783999	TRUE
sgEZH2_1	EZH2	0	chr7	148826570	148826590	TRUE
sgEZH2_3	EZH2	0	chr7	148827227	148827247	TRUE
sgEZH2_4	EZH2	16	chr7	148829737	148829757	TRUE
sgEZH2_2	EZH2	16	chr7	148846482	148846502	TRUE
sgB9D2_2	B9D2	0	chr7	148909983	148910003	TRUE
sgPDIA4_4	PDIA4	16	chr7	149005924	149005944	TRUE
sgPDIA4_3	PDIA4	16	chr7	149012248	149012268	TRUE
sgPDIA4_2	PDIA4	0	chr7	149014888	149014908	TRUE
sgPDIA4_1	PDIA4	16	chr7	149019032	149019052	TRUE
sgZNF786_4	ZNF786	16	chr7	149071378	149071398	TRUE
sgZNF786_3	ZNF786	16	chr7	149071781	149071801	TRUE
sgZNF786_2	ZNF786	16	chr7	149072152	149072172	TRUE
sgZNF786_1	ZNF786	16	chr7	149074493	149074513	TRUE
sgZNF425_3	ZNF425	0	chr7	149104388	149104408	TRUE
sgZNF425_1	ZNF425	16	chr7	149105188	149105208	TRUE
sgZNF425_4	ZNF425	16	chr7	149105316	149105336	TRUE
sgZNF425_2	ZNF425	16	chr7	149112226	149112246	TRUE
sgZNF398_4	ZNF398	0	chr7	149154319	149154339	TRUE
sgZNF398_2	ZNF398	16	chr7	149178679	149178699	TRUE
sgZNF398_1	ZNF398	16	chr7	149178881	149178901	TRUE
sgZNF398_3	ZNF398	16	chr7	149179116	149179136	TRUE
sgZNF282_2	ZNF282	0	chr7	149198569	149198589	TRUE
sgZNF282_1	ZNF282	0	chr7	149207400	149207420	TRUE
sgZNF282_3	ZNF282	0	chr7	149212383	149212403	TRUE
sgZNF282_4	ZNF282	16	chr7	149213772	149213792	TRUE
sgZNF212_4	ZNF212	16	chr7	149250244	149250264	TRUE
sgZNF212_1	ZNF212	0	chr7	149253578	149253598	TRUE
sgZNF212_3	ZNF212	0	chr7	149253663	149253683	TRUE
sgZNF212_2	ZNF212	16	chr7	149253872	149253892	TRUE
sgZNF783_3	ZNF783	0	chr7	149266406	149266426	TRUE
sgZNF783_1	ZNF783	16	chr7	149266549	149266569	TRUE
sgZNF783_4	ZNF783	0	chr7	149267147	149267167	TRUE
sgZNF783_2	ZNF783	0	chr7	149281592	149281612	TRUE
sgZNF777_4	ZNF777	16	chr7	149432912	149432932	TRUE
sgZNF777_3	ZNF777	16	chr7	149436781	149436801	TRUE
sgZNF777_2	ZNF777	0	chr7	149455321	149455341	TRUE
sgZNF777_1	ZNF777	0	chr7	149455467	149455487	TRUE
sgZNF746_3	ZNF746	16	chr7	149475153	149475173	TRUE
sgZNF746_4	ZNF746	16	chr7	149475368	149475388	TRUE
sgZNF746_1	ZNF746	16	chr7	149477579	149477599	TRUE
sgZNF746_2	ZNF746	0	chr7	149621029	149621049	TRUE
sgKRBA1_1	KRBA1	16	chr7	149720986	149721006	TRUE
sgKRBA1_2	KRBA1	0	chr7	149722419	149722439	TRUE
sgKRBA1_4	KRBA1	16	chr7	149725374	149725394	TRUE
sgKRBA1_3	KRBA1	16	chr7	149730218	149730238	TRUE
sgZNF467_1	ZNF467	0	chr7	149765349	149765369	TRUE
sgZNF467_3	ZNF467	0	chr7	149765664	149765684	TRUE
sgZNF467_4	ZNF467	0	chr7	149766146	149766166	TRUE
sgZNF467_2	ZNF467	16	chr7	149769180	149769200	TRUE
sgSSPO_4	SSPO	16	chr7	149790299	149790319	TRUE
sgSSPO_1	SSPO	16	chr7	149796672	149796692	TRUE
sgSSPO_2	SSPO	0	chr7	149805948	149805968	TRUE
sgSSPO_3	SSPO	16	chr7	149809473	149809493	TRUE
sgZNF862_3	ZNF862	0	chr7	149847841	149847861	TRUE
sgZNF862_4	ZNF862	0	chr7	149848033	149848053	TRUE
sgZNF862_2	ZNF862	0	chr7	149860665	149860685	TRUE
sgZNF862_1	ZNF862	16	chr7	149861076	149861096	TRUE
sgATP6V0E2_1	ATP6V0E2	16	chr7	149873941	149873961	TRUE
sgATP6V0E2_2	ATP6V0E2	16	chr7	149874067	149874087	TRUE
sgATP6V0E2_3	ATP6V0E2	16	chr7	149874141	149874161	TRUE
sgATP6V0E2_4	ATP6V0E2	0	chr7	149874147	149874167	TRUE
sgACTR3C_3	ACTR3C	0	chr7	150286458	150286478	TRUE
sgACTR3C_1	ACTR3C	16	chr7	150286507	150286527	TRUE
sgACTR3C_4	ACTR3C	16	chr7	150293360	150293380	TRUE
sgZBED6CL_1	ZBED6CL	0	chr7	150330503	150330523	TRUE
sgZBED6CL_2	ZBED6CL	16	chr7	150330628	150330648	TRUE
sgZBED6CL_3	ZBED6CL	0	chr7	150330679	150330699	TRUE
sgZBED6CL_4	ZBED6CL	0	chr7	150330788	150330808	TRUE
sgLRRC61_1	LRRC61	0	chr7	150336916	150336936	TRUE
sgLRRC61_2	LRRC61	0	chr7	150337045	150337065	TRUE
sgLRRC61_4	LRRC61	16	chr7	150337112	150337132	TRUE
sgLRRC61_3	LRRC61	0	chr7	150337345	150337365	TRUE
sgRARRES2_4	RARRES2	16	chr7	150340181	150340201	TRUE
sgRARRES2_2	RARRES2	16	chr7	150340444	150340464	TRUE
sgRARRES2_3	RARRES2	0	chr7	150340529	150340549	TRUE
sgREPIN1_3	REPIN1	0	chr7	150371355	150371375	TRUE
sgREPIN1_4	REPIN1	0	chr7	150371758	150371778	TRUE
sgREPIN1_2	REPIN1	0	chr7	150372068	150372088	TRUE
sgREPIN1_1	REPIN1	0	chr7	150372176	150372196	TRUE
sgZNF775_1	ZNF775	0	chr7	150396608	150396628	TRUE
sgZNF775_2	ZNF775	16	chr7	150396776	150396796	TRUE
sgZNF775_4	ZNF775	0	chr7	150396872	150396892	TRUE
sgZNF775_3	ZNF775	0	chr7	150397437	150397457	TRUE
sgGIMAP8_3	GIMAP8	16	chr7	150467006	150467026	TRUE
sgGIMAP8_4	GIMAP8	0	chr7	150467096	150467116	TRUE
sgGIMAP8_2	GIMAP8	16	chr7	150467256	150467276	TRUE
sgGIMAP8_1	GIMAP8	0	chr7	150474067	150474087	TRUE
sgGIMAP7_3	GIMAP7	16	chr7	150520151	150520171	TRUE
sgGIMAP7_1	GIMAP7	16	chr7	150520251	150520271	TRUE
sgGIMAP7_4	GIMAP7	0	chr7	150520301	150520321	TRUE
sgGIMAP7_2	GIMAP7	0	chr7	150520400	150520420	TRUE
sgGIMAP4_1	GIMAP4	0	chr7	150572352	150572372	TRUE
sgGIMAP4_3	GIMAP4	0	chr7	150572433	150572453	TRUE
sgGIMAP4_2	GIMAP4	0	chr7	150572513	150572533	TRUE
sgGIMAP4_4	GIMAP4	16	chr7	150572625	150572645	TRUE
sgGIMAP6_2	GIMAP6	0	chr7	150628232	150628252	TRUE
sgGIMAP6_4	GIMAP6	16	chr7	150628236	150628256	TRUE
sgGIMAP6_1	GIMAP6	16	chr7	150628411	150628431	TRUE
sgGIMAP6_3	GIMAP6	16	chr7	150628460	150628480	TRUE
sgGIMAP2_2	GIMAP2	16	chr7	150692547	150692567	TRUE
sgGIMAP2_3	GIMAP2	0	chr7	150692628	150692648	TRUE
sgGIMAP2_4	GIMAP2	16	chr7	150692753	150692773	TRUE
sgGIMAP2_1	GIMAP2	0	chr7	150692828	150692848	TRUE
sgGIMAP1_1	GIMAP1	16	chr7	150720084	150720104	TRUE
sgGIMAP1_3	GIMAP1	0	chr7	150720406	150720426	TRUE
sgGIMAP1_4	GIMAP1	16	chr7	150720489	150720509	TRUE
sgGIMAP1_2	GIMAP1	0	chr7	150720556	150720576	TRUE
sgGIMAP1-GIMAP5_4	GIMAP1-GIMAP5	16	chr7	150737528	150737548	TRUE
sgGIMAP1-GIMAP5_2	GIMAP1-GIMAP5	0	chr7	150737633	150737653	TRUE
sgGIMAP1-GIMAP5_3	GIMAP1-GIMAP5	0	chr7	150742218	150742238	TRUE
sgGIMAP5_2	GIMAP5	0	chr7	150742249	150742269	TRUE
sgGIMAP1-GIMAP5_1	GIMAP1-GIMAP5	0	chr7	150742345	150742365	TRUE
sgGIMAP5_4	GIMAP5	16	chr7	150742376	150742396	TRUE
sgGIMAP5_1	GIMAP5	0	chr7	150742590	150742610	TRUE
sgGIMAP5_3	GIMAP5	0	chr7	150742689	150742709	TRUE
sgTMEM176B_1	TMEM176B	0	chr7	150793234	150793254	TRUE
sgTMEM176B_2	TMEM176B	0	chr7	150793297	150793317	TRUE
sgTMEM176B_3	TMEM176B	16	chr7	150794053	150794073	TRUE
sgTMEM176B_4	TMEM176B	0	chr7	150796486	150796506	TRUE
sgTMEM176A_3	TMEM176A	16	chr7	150801720	150801740	TRUE
sgTMEM176A_4	TMEM176A	16	chr7	150802274	150802294	TRUE
sgTMEM176A_1	TMEM176A	0	chr7	150803421	150803441	TRUE
sgTMEM176A_2	TMEM176A	0	chr7	150803625	150803645	TRUE
sgAOC1_2	AOC1	16	chr7	150857064	150857084	TRUE
sgAOC1_3	AOC1	0	chr7	150857410	150857430	TRUE
sgAOC1_1	AOC1	0	chr7	150857572	150857592	TRUE
sgAOC1_4	AOC1	0	chr7	150857780	150857800	TRUE
sgKCNH2_3	KCNH2	16	chr7	150950918	150950938	TRUE
sgKCNH2_1	KCNH2	0	chr7	150951642	150951662	TRUE
sgKCNH2_2	KCNH2	16	chr7	150958110	150958130	TRUE
sgKCNH2_4	KCNH2	16	chr7	150959653	150959673	TRUE
sgNOS3_1	NOS3	16	chr7	150995251	150995271	TRUE
sgNOS3_4	NOS3	16	chr7	150996890	150996910	TRUE
sgNOS3_3	NOS3	0	chr7	150999306	150999326	TRUE
sgNOS3_2	NOS3	0	chr7	151002205	151002225	TRUE
sgATG9B_4	ATG9B	16	chr7	151018690	151018710	TRUE
sgATG9B_1	ATG9B	16	chr7	151023110	151023130	TRUE
sgATG9B_3	ATG9B	16	chr7	151023968	151023988	TRUE
sgATG9B_2	ATG9B	0	chr7	151024185	151024205	TRUE
sgABCB8_1	ABCB8	0	chr7	151034345	151034365	TRUE
sgABCB8_4	ABCB8	0	chr7	151034738	151034758	TRUE
sgABCB8_3	ABCB8	16	chr7	151036127	151036147	TRUE
sgABCB8_2	ABCB8	16	chr7	151040283	151040303	TRUE
sgASIC3_2	ASIC3	16	chr7	151049157	151049177	TRUE
sgASIC3_3	ASIC3	0	chr7	151050160	151050180	TRUE
sgASIC3_4	ASIC3	16	chr7	151050490	151050510	TRUE
sgASIC3_1	ASIC3	16	chr7	151050869	151050889	TRUE
sgCDK5_3	CDK5	16	chr7	151055534	151055554	TRUE
sgCDK5_4	CDK5	16	chr7	151055788	151055808	TRUE
sgCDK5_2	CDK5	0	chr7	151056579	151056599	TRUE
sgCDK5_1	CDK5	16	chr7	151057110	151057130	TRUE
sgSLC4A2_2	SLC4A2	16	chr7	151064342	151064362	TRUE
sgSLC4A2_4	SLC4A2	16	chr7	151066706	151066726	TRUE
sgSLC4A2_1	SLC4A2	16	chr7	151070567	151070587	TRUE
sgSLC4A2_3	SLC4A2	0	chr7	151071693	151071713	TRUE
sgFASTK_4	FASTK	16	chr7	151077943	151077963	TRUE
sgFASTK_3	FASTK	16	chr7	151078669	151078689	TRUE
sgFASTK_1	FASTK	0	chr7	151079531	151079551	TRUE
sgFASTK_2	FASTK	16	chr7	151079659	151079679	TRUE
sgTMUB1_2	TMUB1	16	chr7	151081855	151081875	TRUE
sgTMUB1_1	TMUB1	0	chr7	151082181	151082201	TRUE
sgTMUB1_3	TMUB1	0	chr7	151082237	151082257	TRUE
sgTMUB1_4	TMUB1	0	chr7	151082403	151082423	TRUE
sgAGAP3_2	AGAP3	16	chr7	151116830	151116850	TRUE
sgAGAP3_1	AGAP3	16	chr7	151118233	151118253	TRUE
sgAGAP3_4	AGAP3	0	chr7	151128580	151128600	TRUE
sgAGAP3_3	AGAP3	0	chr7	151134535	151134555	TRUE
sgGBX1_3	GBX1	0	chr7	151167022	151167042	TRUE
sgGBX1_4	GBX1	0	chr7	151167196	151167216	TRUE
sgGBX1_2	GBX1	16	chr7	151167310	151167330	TRUE
sgGBX1_1	GBX1	0	chr7	151167450	151167470	TRUE
sgASB10_4	ASB10	16	chr7	151176640	151176660	TRUE
sgASB10_1	ASB10	16	chr7	151181331	151181351	TRUE
sgASB10_2	ASB10	16	chr7	151181409	151181429	TRUE
sgASB10_3	ASB10	16	chr7	151187554	151187574	TRUE
sgIQCA1L_4	IQCA1L	0	chr7	151194288	151194308	TRUE
sgIQCA1L_3	IQCA1L	0	chr7	151196519	151196539	TRUE
sgIQCA1L_1	IQCA1L	0	chr7	151198799	151198819	TRUE
sgIQCA1L_2	IQCA1L	0	chr7	151202995	151203015	TRUE
sgABCF2_4	ABCF2	16	chr7	151218751	151218771	TRUE
sgABCF2_2	ABCF2	16	chr7	151219133	151219153	TRUE
sgABCF2_3	ABCF2	0	chr7	151223755	151223775	TRUE
sgABCF2_1	ABCF2	0	chr7	151224788	151224808	TRUE
sgCHPF2_4	CHPF2	0	chr7	151234202	151234222	TRUE
sgCHPF2_3	CHPF2	0	chr7	151235135	151235155	TRUE
sgCHPF2_2	CHPF2	16	chr7	151235285	151235305	TRUE
sgCHPF2_1	CHPF2	0	chr7	151235439	151235459	TRUE
sgSMARCD3_3	SMARCD3	16	chr7	151241527	151241547	TRUE
sgSMARCD3_1	SMARCD3	0	chr7	151241628	151241648	TRUE
sgSMARCD3_2	SMARCD3	0	chr7	151242124	151242144	TRUE
sgSMARCD3_4	SMARCD3	0	chr7	151242783	151242803	TRUE
sgNUB1_1	NUB1	0	chr7	151355793	151355813	TRUE
sgNUB1_4	NUB1	0	chr7	151356166	151356186	TRUE
sgNUB1_3	NUB1	0	chr7	151366983	151367003	TRUE
sgNUB1_2	NUB1	0	chr7	151367912	151367932	TRUE
sgWDR86_4	WDR86	0	chr7	151395770	151395790	TRUE
sgWDR86_3	WDR86	0	chr7	151395907	151395927	TRUE
sgWDR86_1	WDR86	16	chr7	151396101	151396121	TRUE
sgWDR86_2	WDR86	0	chr7	151400090	151400110	TRUE
sgCRYGN_4	CRYGN	16	chr7	151436294	151436314	TRUE
sgCRYGN_2	CRYGN	16	chr7	151438011	151438031	TRUE
sgCRYGN_3	CRYGN	0	chr7	151438037	151438057	TRUE
sgCRYGN_1	CRYGN	16	chr7	151438136	151438156	TRUE
sgRHEB_1	RHEB	16	chr7	151477335	151477355	TRUE
sgRHEB_3	RHEB	16	chr7	151484744	151484764	TRUE
sgRHEB_2	RHEB	0	chr7	151519448	151519468	TRUE
sgPRKAG2_2	PRKAG2	0	chr7	151568820	151568840	TRUE
sgPRKAG2_4	PRKAG2	0	chr7	151576402	151576422	TRUE
sgPRKAG2_3	PRKAG2	0	chr7	151675556	151675576	TRUE
sgPRKAG2_1	PRKAG2	0	chr7	151781246	151781266	TRUE
sgGALNTL5_3	GALNTL5	16	chr7	151983097	151983117	TRUE
sgGALNTL5_2	GALNTL5	0	chr7	151987169	151987189	TRUE
sgGALNTL5_4	GALNTL5	0	chr7	152002745	152002765	TRUE
sgGALNTL5_1	GALNTL5	0	chr7	152002854	152002874	TRUE
sgGALNT11_2	GALNT11	16	chr7	152094399	152094419	TRUE
sgGALNT11_1	GALNT11	0	chr7	152108065	152108085	TRUE
sgGALNT11_3	GALNT11	0	chr7	152108193	152108213	TRUE
sgGALNT11_4	GALNT11	0	chr7	152110585	152110605	TRUE
sgKMT2C_1	KMT2C	16	chr7	152176648	152176668	TRUE
sgKMT2C_2	KMT2C	16	chr7	152177615	152177635	TRUE
sgKMT2C_3	KMT2C	16	chr7	152194011	152194031	TRUE
sgKMT2C_4	KMT2C	16	chr7	152252671	152252691	TRUE
sgBAGE3_4	BAGE3	0	chr7	152273713	152273733	TRUE
sgCCT8L2_2	CCT8L2	16	chr7	152446256	152446276	TRUE
sgXRCC2_3	XRCC2	16	chr7	152649003	152649023	TRUE
sgXRCC2_2	XRCC2	0	chr7	152649193	152649213	TRUE
sgXRCC2_4	XRCC2	16	chr7	152649273	152649293	TRUE
sgXRCC2_1	XRCC2	0	chr7	152660752	152660772	TRUE
sgACTR3B_1	ACTR3B	0	chr7	152800555	152800575	TRUE
sgACTR3B_4	ACTR3B	0	chr7	152814604	152814624	TRUE
sgACTR3B_3	ACTR3B	0	chr7	152816521	152816541	TRUE
sgACTR3C_2	ACTR3C	16	chr7	152816575	152816595	TRUE
sgACTR3B_2	ACTR3B	16	chr7	152823405	152823425	TRUE
sgBAGE_3	BAGE	0	chr7	153177598	153177618	TRUE
sgDPP6_4	DPP6	0	chr7	154446221	154446241	TRUE
sgDPP6_2	DPP6	0	chr7	154475000	154475020	TRUE
sgDPP6_3	DPP6	0	chr7	154769550	154769570	TRUE
sgDPP6_1	DPP6	0	chr7	154801426	154801446	TRUE
sgPAXIP1_3	PAXIP1	0	chr7	154963710	154963730	TRUE
sgPAXIP1_1	PAXIP1	0	chr7	154975889	154975909	TRUE
sgPAXIP1_4	PAXIP1	0	chr7	154976201	154976221	TRUE
sgPAXIP1_2	PAXIP1	16	chr7	154993741	154993761	TRUE
sgHTR5A_4	HTR5A	16	chr7	155071097	155071117	TRUE
sgHTR5A_3	HTR5A	16	chr7	155071375	155071395	TRUE
sgHTR5A_2	HTR5A	16	chr7	155071487	155071507	TRUE
sgHTR5A_1	HTR5A	0	chr7	155071572	155071592	TRUE
sgINSIG1_1	INSIG1	0	chr7	155298325	155298345	TRUE
sgINSIG1_2	INSIG1	16	chr7	155298474	155298494	TRUE
sgINSIG1_4	INSIG1	16	chr7	155301579	155301599	TRUE
sgINSIG1_3	INSIG1	16	chr7	155301641	155301661	TRUE
sgEN2_4	EN2	0	chr7	155458476	155458496	TRUE
sgEN2_1	EN2	0	chr7	155458852	155458872	TRUE
sgEN2_2	EN2	16	chr7	155458950	155458970	TRUE
sgEN2_3	EN2	16	chr7	155459020	155459040	TRUE
sgCNPY1_3	CNPY1	0	chr7	155508886	155508906	TRUE
sgCNPY1_1	CNPY1	16	chr7	155508967	155508987	TRUE
sgCNPY1_4	CNPY1	16	chr7	155509001	155509021	TRUE
sgCNPY1_2	CNPY1	16	chr7	155509019	155509039	TRUE
sgRBM33_4	RBM33	16	chr7	155665204	155665224	TRUE
sgRBM33_2	RBM33	0	chr7	155706904	155706924	TRUE
sgRBM33_1	RBM33	16	chr7	155738318	155738338	TRUE
sgRBM33_3	RBM33	0	chr7	155741982	155742002	TRUE
sgSHH_4	SHH	16	chr7	155803451	155803471	TRUE
sgSHH_2	SHH	16	chr7	155803718	155803738	TRUE
sgSHH_1	SHH	16	chr7	155806492	155806512	TRUE
sgSHH_3	SHH	16	chr7	155811934	155811954	TRUE
sgLOC389602_4	LOC389602	16	chr7	155962934	155962954	TRUE
sgLOC389602_1	LOC389602	16	chr7	155963115	155963135	TRUE
sgLOC389602_3	LOC389602	0	chr7	155963234	155963254	TRUE
sgLOC389602_2	LOC389602	16	chr7	155964504	155964524	TRUE
sgRNF32_3	RNF32	0	chr7	156644633	156644653	TRUE
sgRNF32_2	RNF32	16	chr7	156644745	156644765	TRUE
sgRNF32_4	RNF32	0	chr7	156654616	156654636	TRUE
sgRNF32_1	RNF32	0	chr7	156658199	156658219	TRUE
sgLMBR1_4	LMBR1	0	chr7	156762160	156762180	TRUE
sgLMBR1_3	LMBR1	0	chr7	156826594	156826614	TRUE
sgLMBR1_1	LMBR1	0	chr7	156833749	156833769	TRUE
sgLMBR1_2	LMBR1	0	chr7	156836844	156836864	TRUE
sgNOM1_4	NOM1	16	chr7	156949949	156949969	TRUE
sgNOM1_3	NOM1	0	chr7	156950097	156950117	TRUE
sgNOM1_2	NOM1	16	chr7	156950362	156950382	TRUE
sgNOM1_1	NOM1	0	chr7	156959952	156959972	TRUE
sgMNX1_4	MNX1	0	chr7	157009663	157009683	TRUE
sgMNX1_1	MNX1	16	chr7	157009849	157009869	TRUE
sgMNX1_3	MNX1	16	chr7	157010187	157010207	TRUE
sgMNX1_2	MNX1	0	chr7	157010243	157010263	TRUE
sgUBE3C_1	UBE3C	16	chr7	157182216	157182236	TRUE
sgUBE3C_3	UBE3C	16	chr7	157187001	157187021	TRUE
sgUBE3C_4	UBE3C	0	chr7	157216889	157216909	TRUE
sgUBE3C_2	UBE3C	16	chr7	157223269	157223289	TRUE
sgDNAJB6_2	DNAJB6	0	chr7	157363249	157363269	TRUE
sgDNAJB6_1	DNAJB6	0	chr7	157382260	157382280	TRUE
sgDNAJB6_3	DNAJB6	16	chr7	157384921	157384941	TRUE
sgDNAJB6_4	DNAJB6	0	chr7	157385533	157385553	TRUE
sgADAM33_1	ADAM33	0	chr7	157953064	157953084	TRUE
sgPTPRN2_3	PTPRN2	16	chr7	158081319	158081339	TRUE
sgPTPRN2_1	PTPRN2	16	chr7	158138392	158138412	TRUE
sgPTPRN2_2	PTPRN2	0	chr7	158205185	158205205	TRUE
sgPTPRN2_4	PTPRN2	16	chr7	158205262	158205282	TRUE
sgTHAP5_3	THAP5	16	chr7	158623253	158623273	TRUE
sgNCAPG2_1	NCAPG2	16	chr7	158675618	158675638	TRUE
sgNCAPG2_3	NCAPG2	16	chr7	158683333	158683353	TRUE
sgNCAPG2_2	NCAPG2	0	chr7	158690586	158690606	TRUE
sgNCAPG2_4	NCAPG2	16	chr7	158693377	158693397	TRUE
sgESYT2_3	ESYT2	16	chr7	158764695	158764715	TRUE
sgESYT2_4	ESYT2	16	chr7	158767656	158767676	TRUE
sgESYT2_2	ESYT2	0	chr7	158788041	158788061	TRUE
sgESYT2_1	ESYT2	16	chr7	158798002	158798022	TRUE
sgWDR60_2	WDR60	0	chr7	158871297	158871317	TRUE
sgWDR60_1	WDR60	0	chr7	158884564	158884584	TRUE
sgWDR60_3	WDR60	0	chr7	158906049	158906069	TRUE
sgWDR60_4	WDR60	16	chr7	158922434	158922454	TRUE
sgVIPR2_1	VIPR2	0	chr7	159036746	159036766	TRUE
sgVIPR2_3	VIPR2	16	chr7	159103788	159103808	TRUE
sgVIPR2_2	VIPR2	16	chr7	159142500	159142520	TRUE
sgVIPR2_4	VIPR2	16	chr7	159142512	159142532	TRUE
sgIL9R_3	IL9R	16	chr7	159208947	159208967	TRUE
sgOR4F21_2	OR4F21	16	chr8	166655	166675	TRUE
sgZNF596_3	ZNF596	0	chr8	245300	245320	TRUE
sgZNF596_4	ZNF596	0	chr8	245411	245431	TRUE
sgZNF596_2	ZNF596	16	chr8	245514	245534	TRUE
sgZNF596_1	ZNF596	0	chr8	245680	245700	TRUE
sgFBXO25_3	FBXO25	0	chr8	450016	450036	TRUE
sgFBXO25_1	FBXO25	16	chr8	451333	451353	TRUE
sgFBXO25_2	FBXO25	0	chr8	451398	451418	TRUE
sgTDRP_1	TDRP	16	chr8	492633	492653	TRUE
sgTDRP_4	TDRP	16	chr8	494497	494517	TRUE
sgTDRP_3	TDRP	16	chr8	494578	494598	TRUE
sgTDRP_2	TDRP	16	chr8	544712	544732	TRUE
sgERICH1_1	ERICH1	16	chr8	673541	673561	TRUE
sgERICH1_4	ERICH1	16	chr8	673637	673657	TRUE
sgERICH1_2	ERICH1	16	chr8	673661	673681	TRUE
sgERICH1_3	ERICH1	16	chr8	692493	692513	TRUE
sgDLGAP2_3	DLGAP2	16	chr8	1549146	1549166	TRUE
sgDLGAP2_2	DLGAP2	16	chr8	1626796	1626816	TRUE
sgDLGAP2_4	DLGAP2	16	chr8	1632919	1632939	TRUE
sgDLGAP2_1	DLGAP2	0	chr8	1668443	1668463	TRUE
sgCLN8_2	CLN8	0	chr8	1771098	1771118	TRUE
sgCLN8_1	CLN8	16	chr8	1771260	1771280	TRUE
sgCLN8_4	CLN8	0	chr8	1771325	1771345	TRUE
sgCLN8_3	CLN8	16	chr8	1771584	1771604	TRUE
sgARHGEF10_2	ARHGEF10	16	chr8	1860094	1860114	TRUE
sgARHGEF10_1	ARHGEF10	16	chr8	1885679	1885699	TRUE
sgARHGEF10_4	ARHGEF10	16	chr8	1898453	1898473	TRUE
sgARHGEF10_3	ARHGEF10	16	chr8	1925359	1925379	TRUE
sgKBTBD11_4	KBTBD11	16	chr8	2001523	2001543	TRUE
sgKBTBD11_2	KBTBD11	0	chr8	2001905	2001925	TRUE
sgKBTBD11_3	KBTBD11	0	chr8	2002167	2002187	TRUE
sgKBTBD11_1	KBTBD11	0	chr8	2002267	2002287	TRUE
sgMYOM2_3	MYOM2	0	chr8	2073443	2073463	TRUE
sgMYOM2_4	MYOM2	0	chr8	2092377	2092397	TRUE
sgMYOM2_1	MYOM2	0	chr8	2096315	2096335	TRUE
